year,Global_ATCw,Global_ATCc,Northern_ATCw,Northern_ATCc,Southern_ATCw,Southern_ATCc
1970,0.003996395261452685,0.0045545684448172535,0.0049344362131035074,0.005398509108008726,2.2858262445507533e-05,0.00097963981909318
1971,0.0037999432471958815,0.004461019866599728,0.00469083648753864,0.005242019410889524,2.612372850915147e-05,0.0011527095204663085
1972,0.004524087625743389,0.005328895075250119,0.005589791845407775,0.006419304347291285,9.769632075656032e-06,0.0007099265974976716
1973,0.005168870775112337,0.005988979977485975,0.006383700403172964,0.007264051310119411,2.2858262445507536e-05,0.000587783891455908
1974,0.00416852464537293,0.0055836028052100315,0.005152596726821408,0.006805374611666578,0.0,0.0004081832579554917
1975,0.0034980931681473327,0.004814009835073856,0.004320811587946439,0.005732302402849191,1.3061864254575735e-05,0.0009241268960112331
1976,0.0042485623551626476,0.005437736886427613,0.005244610090685168,0.00648388178024607,2.930889622696809e-05,0.001006272103792571
1977,0.004562052331074654,0.005467602568220302,0.005636712637121206,0.006591068523986093,9.796398190931802e-06,0.0007086061358107336
1978,0.0038092981050176344,0.004500310269451088,0.004705483306480831,0.005414697697365884,1.3061864254575735e-05,0.0006269694842196352
1979,0.004505299526956023,0.005440161651943159,0.005565020312825216,0.00653710655946223,1.6327330318219667e-05,0.0007935082534654759
1980,0.005704554812114156,0.00628172738795824,0.0070458592027454634,0.007580929361513694,2.2795808176530738e-05,0.0007783140220272638
1981,0.0045608050166984215,0.005123967457567924,0.00563362909629127,0.006141642448023065,1.6327330318219667e-05,0.0008131010498473395
1982,0.0050341608224791,0.005334139929963298,0.006219501853978925,0.006394492796077737,1.3061864254575735e-05,0.0008424902444201348
1983,0.0037300936421267956,0.0045146543847777755,0.004606809999922913,0.0053699863553318275,1.6327330318219667e-05,0.000891472235374794
1984,0.0038063536251786564,0.004705076008901394,0.004703389700206955,0.005598248414008997,6.513088050437354e-06,0.0009216019591368857
1985,0.004705493484341527,0.005448269195388678,0.0058147871200499536,0.006543273641122101,6.530932127287867e-06,0.0008098355837836956
1986,0.003514931912226487,0.00433628842897636,0.00433545840688863,0.005235081444022171,3.91855927637272e-05,0.0005290055023103172
1987,0.0042907614542438315,0.005147666430716363,0.0052898142937535175,0.0061732487415298975,5.877838914559081e-05,0.0008033046516564078
1988,0.0050154306590589354,0.005531029867436893,0.006193283331949532,0.006703752563877843,2.6052352201749414e-05,0.0005633821163628311
1989,0.003985793089254698,0.0047447838871928875,0.004918247623746349,0.0056868201756076495,3.592012670008327e-05,0.0007543226607017487
1990,0.0038672982235125005,0.004520267299470826,0.004774862975154369,0.005391571141141372,2.2858262445507533e-05,0.0008294283801655592
1991,0.00415293321567001,0.004904440127350798,0.005133324596634316,0.005960484424264383,0.0,0.00043104152040099927
1992,0.004466245977517636,0.005325163356009748,0.005519832959706757,0.006496951022629778,3.256544025218677e-06,0.0003614763867992731
1993,0.0038560723941263963,0.004488460782876868,0.004764070582249597,0.005384633174274019,9.796398190931802e-06,0.000692278805492514
1994,0.004036309321492163,0.005005472591825725,0.004982231095967499,0.006063012156859722,2.9389194572795405e-05,0.0005257400362466733
1995,0.003990158689571517,0.004723579542796915,0.004931352672273571,0.005714572043077066,3.2654660636439337e-06,0.0005257400362466732
1996,0.0030805342329264514,0.004463758164690722,0.0038031495336586806,0.005348395250791073,1.9539264151312064e-05,0.000716439685548109
1997,0.0033134906404647495,0.0040001372045813865,0.004094942222153699,0.004818803431980943,3.2654660636439337e-06,0.0005322709683739611
1998,0.0036633623229982938,0.004457901580659143,0.004513532889817377,0.005338380061824993,6.204385520923473e-05,0.0007281989321925972
1999,0.003180651659395863,0.003342802528306241,0.003923805706092306,0.003867531085945991,3.2654660636439335e-05,0.001120054859829869
2000,0.0044146238613591675,0.005109345593274944,0.005442955063332012,0.006182520426457067,5.861779245393619e-05,0.0005633821163628311
2001,0.004351256201491164,0.0048489346376084,0.005373840781369247,0.005875687051441169,1.9592796381863604e-05,0.0004996163077375218
2002,0.004842074408539114,0.006028894037525453,0.005975902128414058,0.007156898266279169,3.918559276372721e-05,0.0012506735023756267
2003,0.0032879206957519592,0.0041747612172541,0.004057939732194479,0.004992252603664788,2.612372850915147e-05,0.0007118716018743775
2004,0.003116607518916707,0.0037087069717222755,0.0038454323766647907,0.004328225565898194,2.9308896226968095e-05,0.0010844291603978194
2005,0.0032978992107618294,0.003980803831749764,0.004071815665929187,0.004712421273348185,1.95927963818636e-05,0.000881675837183862
2006,0.0031388666277920355,0.0035804159169787555,0.0038767817084357967,0.004313102735871602,1.3061864254575735e-05,0.0004767580452920143
2007,0.0028981349531789365,0.0034856200243849962,0.0035815326739695188,0.004193615528711619,3.2654660636439337e-06,0.0004865544434829461
2008,0.0031788028395895603,0.004292099079633645,0.003923079052003285,0.005062409476277018,2.6052352201749414e-05,0.001029067911969102
2009,0.0029873179310796437,0.003156952686247424,0.003683289521357375,0.0037518983048234287,3.918559276372721e-05,0.0006367658824105671
2010,0.003374609044900199,0.003982051146125998,0.004166634546449688,0.004727838977497861,1.9592796381863604e-05,0.0008228974480382714
2011,0.003945255372027104,0.004416740206243432,0.004870452740882355,0.005218892854665012,2.612372850915147e-05,0.0010188254118569074
2012,0.003348596065026452,0.004619868419579585,0.0041344932670338355,0.005466018432244434,1.9539264151312064e-05,0.0010355810000195393
2013,0.0041273632709572195,0.004762869945648276,0.0051001765327125135,0.005675256897495394,6.530932127287867e-06,0.0008980031675020818
2014,0.0034163940765040268,0.004568288902955823,0.004222909166596003,0.005453241957740073,0.0,0.0008196319819746273
