year,Global_ATCw,Global_ATCc,Northern_ATCw,Northern_ATCc,Southern_ATCw,Southern_ATCc
1970,0.005493871903004745,0.008035841004014435,0.006800293625871702,0.009902814855712372,0.0,0.00018468926031951243
1971,0.0059103775969266545,0.008200222413183036,0.00731584278055209,0.010116573269878266,0.0,0.00014142643358713348
1972,0.0050958552618313065,0.007431114270159095,0.0063076301499573354,0.009154526409057655,0.0,0.0001836800293888047
1973,0.005902795329323156,0.009301546782591114,0.007306457478716872,0.011486045229333762,0.0,0.00011511453896627146
1974,0.00531453773441844,0.007603118839407573,0.006577532369514976,0.009384519726731296,3.2889868276077554e-06,0.0001118255521386637
1975,0.005062396090993878,0.007734885041158104,0.006266214516285884,0.00954205657317276,0.0,0.00013521892273392873
1976,0.005597438146512613,0.008358034400016132,0.006927707554336721,0.010280805367452411,3.280000524800084e-06,0.000272240043558407
1977,0.006403224991154021,0.00988854066622858,0.007925887399841233,0.012204020819727903,0.0,0.00015129339406995675
1978,0.005782742758934438,0.009313552039629986,0.007157856866325927,0.011464928300204522,0.0,0.0002664079330362282
1979,0.005150255269675984,0.007953166860435727,0.00637496627157153,0.009820154153582644,0.0,0.00010195859165584041
1980,0.005095915685184249,0.008005610878026589,0.006306922833266202,0.009848310059088296,3.2889868276077554e-06,0.0002565409725534049
1981,0.00576062781175757,0.007960117272405599,0.007130483069306542,0.009801383549912206,0.0,0.00021707313062211184
1982,0.005786533892736187,0.008554693423646566,0.007162549517243537,0.010534219201545444,0.0,0.00023022907793254291
1983,0.004836854875398069,0.007749709346408532,0.0059870404623825375,0.009568315221004304,0.0,0.00010195859165584041
1984,0.005690067146573104,0.008206803379509206,0.0070423633762785685,0.01012481105188527,3.280000524800084e-06,0.00014104002256640363
1985,0.005863255747942095,0.008988762621142694,0.007257515536133863,0.011107433816540295,0.0,7.91525401369339e-05
1986,0.0057707375018955665,0.007825532022443512,0.007142214696600565,0.009662950347842751,3.2889868276077554e-06,9.866960482823266e-05
1987,0.005749886265985947,0.008294368902593134,0.007115623008067449,0.010220593698551926,6.577973655215511e-06,0.00019405022282885758
1988,0.005409659629383179,0.007807301433670072,0.006692936109408173,0.009581950833711618,1.3120002099200337e-05,0.0003444000551040088
1989,0.00561150988222211,0.007023707223373604,0.006945905466547264,0.008636824013858962,0.0,0.00024009603841536616
1990,0.005232198613194923,0.007631609626535825,0.006476395428722006,0.009406380088652428,0.0,0.00016819914779098454
1991,0.005520522670980133,0.008183162311075166,0.006833281844524654,0.010076685737078591,0.0,0.00022036211744971962
1992,0.005375002520517008,0.008355513883007683,0.006653157558938553,0.010302644571631808,0.0,0.0001672800267648043
1993,0.00572018905120558,0.008696860941212152,0.007080428126185383,0.010728182106139942,0.0,0.00015458238089756453
1994,0.004977758681696406,0.007431254107061617,0.00616145065482033,0.009182735737274116,0.0,6.577973655215512e-05
1995,0.0051086482705486385,0.008107436843599205,0.006323465287210649,0.010006336797658524,0.0,0.00012202683271110642
1996,0.005680615207791423,0.008636551529449721,0.00702910385945536,0.010634912463789817,9.840001574400252e-06,0.0002328800372608059
1997,0.0062161957236010704,0.009175807511499772,0.007693601179419598,0.011319456121758649,3.2889868276077554e-06,0.00016116035455278002
1998,0.005044735378860637,0.0074843299802861045,0.0062443541543647525,0.009190556822136799,0.0,0.000309164761795129
1999,0.0054029975231259155,0.00798475964211697,0.0066854633406199775,0.009828757346931592,9.866960482823267e-06,0.00023022907793254286
2000,0.005051053935196886,0.007249279684577668,0.0062521752392274334,0.00894653897442114,0.0,0.00011182555213866371
2001,0.004840014153566193,0.006336880149623414,0.005990951004813877,0.00778041522139536,0.0,0.00026640793303622817
2002,0.004468483040994793,0.00613468634686347,0.005527160672456877,0.007540307916111044,1.6444934138038776e-05,0.0002236511042773274
2003,0.0052861042309053224,0.008630516099681544,0.006541555379146641,0.010619469026548674,6.577973655215511e-06,0.00026640793303622817
2004,0.004930761397777913,0.0076195229165406395,0.00610327759656438,0.009390857797141872,0.0,0.00017056002728960435
2005,0.005175808969628157,0.008105536069096954,0.00640659654362195,0.009985161854987719,0.0,0.00020117937284804034
2006,0.005319592579487438,0.007893140575241367,0.006584571345891388,0.009738032762524492,0.0,0.00013484845993191798
2007,0.004355380882575949,0.006719152807966435,0.005391073795846221,0.008291132062928449,0.0,0.00010853656531105593
2008,0.005481494364123968,0.008232638678845805,0.006784972755592785,0.010174729232866754,0.0,6.560001049600169e-05
2009,0.004767350755699338,0.007329525350048021,0.005901008528893043,0.009020839280616614,0.0,0.00021707313062211187
2010,0.005597780909127772,0.008656760674749603,0.006928127539032478,0.010683934963124229,3.298022505705579e-06,0.00013192090022822315
2011,0.0047325986958499724,0.006571298589698226,0.005857992562148296,0.008107336568655438,0.0,0.0001118255521386637
2012,0.005097745649587644,0.007303828161232432,0.006309190093113006,0.008962653400910072,3.280000524800084e-06,0.0003280000524800084
2013,0.004201839963605116,0.006597836526310469,0.005201021433683066,0.008112029219573047,0.0,0.00023022907793254286
2014,0.004055249456604155,0.00657698529040085,0.005018008047896324,0.008078398554663517,6.577973655215511e-06,0.0002631189462086204
