year,Global_ATCw,Global_ATCc,Northern_ATCw,Northern_ATCc,Southern_ATCw,Southern_ATCc
1970,0.0020256156455240996,0.0027040633039871836,0.003783970265332367,0.0048292255030295515,6.560247775732697e-06,0.0002638159495967719
1971,0.0018831677383874775,0.00275118031016879,0.003517366590668009,0.004892006315710814,6.675945138753435e-06,0.00029294676988268753
1972,0.002019200376961254,0.002940748992825205,0.0037721745351370966,0.005263060051931641,6.323169879857804e-06,0.0002741226898494943
1973,0.0017530784132062738,0.002640535201730726,0.003273743351440385,0.004730873641349083,6.953531956175764e-06,0.00024027471838604603
1974,0.002191377617619281,0.0030142479039506603,0.00408985232206121,0.0053924450956805295,1.1427363949641608e-05,0.0002834495639685998
1975,0.0021013933815011475,0.0029190484120588723,0.003923575051328128,0.0052383687062169,9.047676774378926e-06,0.0002558562969565627
1976,0.0020875233504446616,0.002929848371838417,0.003896298184517869,0.005235390703033387,1.0572233243322114e-05,0.0002824769962940752
1977,0.00180526730681888,0.0026857742349892006,0.0033737275289624177,0.004745435039455558,4.260819277802518e-06,0.00032073977724028586
1978,0.001983677976725944,0.0027669077010630027,0.00370436799826734,0.004941893678497638,7.871483139491794e-06,0.0002694494930905649
1979,0.002359205170046808,0.0033780399632327325,0.00440975217326144,0.006100315361019833,4.635762637571667e-06,0.0002521489887153343
1980,0.0022009573523561433,0.002950624661977256,0.004113662984174052,0.005307090958971665,4.666236377075029e-06,0.0002447791272025541
1981,0.0022539795748422312,0.003131144607635592,0.00421251647584404,0.005627687694494289,5.062060075923195e-06,0.0002644539307668615
1982,0.002430199287290861,0.003460266286774851,0.004533163929642824,0.006192979432741968,1.544058925434798e-05,0.000322390021255404
1983,0.0020123516608927102,0.002947165964864577,0.0037578276117108318,0.005213988317860304,8.08437576249125e-06,0.0003442553483179881
1984,0.0022422067501833495,0.003092182510102737,0.0041854379221385705,0.005491635627403811,1.0864253846122372e-05,0.00033697675492967407
1985,0.002210229856271093,0.002819821188392215,0.0041288728043583365,0.005069743479339986,7.121133464200352e-06,0.00023631630554451572
1986,0.002257114218517299,0.0033083652496040104,0.004215266640551469,0.005904447626031256,8.63818712765893e-06,0.00032737718492318257
1987,0.002026748958560319,0.002828124651100275,0.0037841282283277893,0.005003098931447097,8.81352020033604e-06,0.00033067987447326914
1988,0.001953939688606785,0.002656297031969431,0.0036471896861920597,0.004677153436069663,9.641588070758386e-06,0.00033582027215755557
1989,0.0018652661432881164,0.0027267004041319886,0.0034784443323291384,0.004820915259800868,1.2911621952500664e-05,0.0003219887715921703
1990,0.001867717276122902,0.002651455172357765,0.0034861175950767456,0.004734570108837238,9.366370741969725e-06,0.00025948917798528174
1991,0.002063466411654006,0.0029913876043152748,0.0038543826897589313,0.005436688742004301,7.021632262774218e-06,0.00018353621554955923
1992,0.0022302387016334135,0.0031178266993438565,0.0041621119991503705,0.005584162337303997,1.1938044202393881e-05,0.00028582215009907713
1993,0.0021152509151332217,0.002796612197353286,0.003951653442335819,0.004974157356866484,6.5759111164273545e-06,0.00029621537260165413
1994,0.002253457042779936,0.0030301021130964287,0.004204245916256614,0.005409928655352664,1.3436309482104e-05,0.0002974328484794724
1995,0.0022615322159697153,0.0030579966234539602,0.004221924020743852,0.0054715560202116785,1.0484781884727251e-05,0.00028659313469619574
1996,0.0022029126568256967,0.0030775647402110176,0.004115019594487983,0.005513744535886368,7.308999822702237e-06,0.0002801870605708433
1997,0.00203508925982039,0.0027099377410508686,0.0038006857127747826,0.004804366191566043,7.718325411463907e-06,0.0003049808452277012
1998,0.0021332943237162873,0.0029704423419451747,0.003973115717407377,0.00531614141256199,2.0693558217701602e-05,0.00027696042614218375
1999,0.0019642073227088496,0.0025716752125256046,0.003668597869401988,0.00460317976988983,7.116930130752867e-06,0.00023897156111773137
2000,0.0019500579498576392,0.002755839014999448,0.0036333408995642643,0.004893773494848001,1.720465208909997e-05,0.0003009257097179137
