year,Global_ATCw,Global_ATCc,Northern_ATCw,Northern_ATCc,Southern_ATCw,Southern_ATCc
1970,0.004908181780703332,0.0071295226620026915,0.0065851298172190246,0.009363610080522097,3.460794294672719e-06,0.0005952859364265229
1971,0.004062175542340697,0.005915172266308941,0.005448712924156447,0.007711084941461408,6.844758709589344e-06,0.000662504684623146
1972,0.005146576070889241,0.007478576059983877,0.0069038009448174325,0.009843081653582452,7.062186545773438e-06,0.0005628935493319902
1973,0.00500334922929988,0.006873268460384268,0.006711937533987403,0.008989669823498638,6.087100328195686e-06,0.0006832387425291358
1974,0.004330444812333767,0.006555874980586739,0.0058087310350184215,0.008567650204883471,6.767928829833157e-06,0.0006718547559368948
1975,0.004493705540889571,0.006402615991877201,0.006030125391143327,0.008279193349159381,0.0,0.0009140211478740629
1976,0.003970706295256975,0.005784513428249353,0.005323802341848796,0.007586332609264705,1.3184397241151558e-05,0.0005145705567923702
1977,0.0038772481825693015,0.006536671782306062,0.005202000307328807,0.008552225468186864,2.6263060335229665e-06,0.0006416003506872589
1978,0.0052356929527724826,0.007549964686839462,0.007024593866780257,0.00987345113305935,3.5333005449621443e-06,0.0007542545716416708
1979,0.0054961329418227785,0.007819162506817853,0.007375287611529608,0.010219024054405987,0.0,0.0008000712525728155
1980,0.004841699423992726,0.006473835738107402,0.006497100080821703,0.008427819726514504,0.0,0.0007588427470546752
1981,0.0034667232460633807,0.005211166583533051,0.004650829576377714,0.00676002257443433,3.4607942946727604e-06,0.0006810879418105136
1982,0.004305010164343619,0.00650640104988611,0.005773339567061311,0.008402118807999664,1.0454889134307633e-05,0.0009618245513524187
1983,0.0045867997223280775,0.006679255779155429,0.006152957223089358,0.008657876695171087,6.117796151227229e-06,0.0008922049465649374
1984,0.0036711440961457566,0.005431426386702929,0.004926326174974991,0.007014667770235201,0.0,0.0008007776896234291
1985,0.004872269204213966,0.0068601681588276835,0.006535730502906107,0.008929983073571715,6.994094839634863e-06,0.0008063940231544558
1986,0.003714781015356519,0.005778573196805357,0.004984882769778487,0.007587193736367297,0.0,0.0004887377793224047
1987,0.0037118834327573235,0.006245262161527867,0.004977329921974172,0.008043554661888249,1.071809090508773e-05,0.0009856340906753984
1988,0.003584331689540403,0.005138807558208253,0.0048074408678220855,0.006649196804716347,6.994094839634863e-06,0.0007212360690007546
1989,0.003576116672614442,0.0056745131838562566,0.00479880841167765,0.0074847737597452495,0.0,0.0003798810043886654
1990,0.005042305272194023,0.006895087231534687,0.006762646608350236,0.008997499737431358,1.0667993341024964e-05,0.0007459719845382217
1991,0.004461438881181194,0.006200172194425732,0.005984461556403485,0.00806467815185689,6.917264959878724e-06,0.0007468836609911981
1992,0.005156651788571018,0.007453658727245099,0.006918579201629788,0.009774509019337449,3.3839644149165786e-06,0.0006656588094960061
1993,0.0048561251634747435,0.007001577207002927,0.0065057184268160675,0.009221658223214512,3.141114636105023e-05,0.0005083062679910193
1994,0.003215388502037486,0.00494471149321227,0.004313537466808553,0.006474301357744807,3.5333005449621485e-06,0.00047098222682512444
1995,0.003766033553609374,0.005602064897401116,0.005051292276022203,0.007302652394752549,6.921588589345438e-06,0.000628203450379643
1996,0.004465774630286497,0.006949458662472918,0.005989020607835394,0.00909094570054132,1.0599901634886338e-05,0.0006860586112943313
1997,0.004756836610542988,0.00672775342316432,0.006382038994932939,0.00868743191415405,3.460794294672719e-06,0.0009961052074319962
1998,0.00561498171942456,0.008006778872046002,0.0075286875887367035,0.010506687530658908,1.7793771650684303e-05,0.0006950708196726604
1999,0.003855732425785092,0.006169323808924643,0.005172794821584288,0.008034733312101064,3.6013922511007083e-06,0.0007133925938551009
2000,0.00378852692975062,0.005467073020269915,0.005082611438544548,0.007077168170225744,3.6013922511007113e-06,0.0007578826934715924
2001,0.003597318515193492,0.0055882431057752095,0.004822431614159292,0.007258267914942049,1.4119873149294208e-05,0.0007037711060567668
2002,0.0044476382983465205,0.006722680633741619,0.00596709948090602,0.008721376504680953,3.533300544962104e-06,0.0008769147720796542
2003,0.00441367951691168,0.006166865070333369,0.00591475391854282,0.007962508327873206,2.335199362221787e-05,0.0009149854786090993
2004,0.00407624291594923,0.006037286915440707,0.00546784904853708,0.007921990016590198,6.087100328195686e-06,0.0005249259763598756
2005,0.0038166763783167843,0.005603209019561374,0.005120433392050434,0.007128725666825757,3.460794294672719e-06,0.0011413930586448174
2006,0.003123247846212285,0.005168416092816623,0.0041875532147812875,0.006693784787592769,1.0378059254551449e-05,0.0007070328618703694
2007,0.003763491165319585,0.0056569278244355675,0.005045490795889777,0.007296765523049893,1.3911359799513625e-05,0.0008607467862865665
2008,0.0038509503252783755,0.005827481542539336,0.00516760903116403,0.007608107356042179,0.0,0.0006195248222020103
2009,0.004084883443767232,0.005851315832007795,0.005475604372516867,0.007588119153420874,1.7316663553376364e-05,0.0007715307019339214
2010,0.004674179204561605,0.006735782828911121,0.006272303880997372,0.008846849704899639,0.0,0.0005613553660979851
2011,0.003881672961661067,0.0056553444934140185,0.005207652624373418,0.007299546995153467,3.460794294672759e-06,0.0008463973223717146
2012,0.004212848916712147,0.006183442536878311,0.0056520344640994214,0.008033481934979906,3.5333005449621485e-06,0.0007724656527017178
2013,0.004989642977314654,0.007125658546995007,0.006693312268985841,0.009329327419846536,6.7679288298332385e-06,0.0006803896821184769
2014,0.004258350380272764,0.005836960015188276,0.005714301152759637,0.007616296329608661,0.0,0.000632774808978976
